filename,count
sample_0000_count_7.png,7
sample_0001_count_4.png,4
sample_0002_count_4.png,4
sample_0003_count_6.png,6
sample_0004_count_6.png,6
sample_0005_count_5.png,5
sample_0006_count_3.png,3
sample_0007_count_0.png,0
sample_0008_count_1.png,1
sample_0009_count_2.png,2
sample_0010_count_5.png,5
sample_0011_count_4.png,4
sample_0012_count_7.png,7
sample_0013_count_7.png,7
sample_0014_count_4.png,4
sample_0015_count_8.png,8
sample_0016_count_4.png,4
sample_0017_count_7.png,7
sample_0018_count_2.png,2
sample_0019_count_6.png,6
sample_0020_count_3.png,3
sample_0021_count_6.png,6
sample_0022_count_7.png,7
sample_0023_count_7.png,7
sample_0024_count_8.png,8
sample_0025_count_8.png,8
sample_0026_count_1.png,1
sample_0027_count_8.png,8
sample_0028_count_0.png,0
sample_0029_count_2.png,2
sample_0030_count_4.png,4
sample_0031_count_0.png,0
sample_0032_count_0.png,0
sample_0033_count_5.png,5
sample_0034_count_7.png,7
sample_0035_count_0.png,0
sample_0036_count_7.png,7
sample_0037_count_2.png,2
sample_0038_count_7.png,7
sample_0039_count_7.png,7
sample_0040_count_0.png,0
sample_0041_count_2.png,2
sample_0042_count_1.png,1
sample_0043_count_2.png,2
sample_0044_count_7.png,7
sample_0045_count_0.png,0
sample_0046_count_2.png,2
sample_0047_count_4.png,4
sample_0048_count_6.png,6
sample_0049_count_4.png,4
sample_0050_count_0.png,0
sample_0051_count_1.png,1
sample_0052_count_6.png,6
sample_0053_count_7.png,7
sample_0054_count_4.png,4
sample_0055_count_3.png,3
sample_0056_count_3.png,3
sample_0057_count_3.png,3
sample_0058_count_3.png,3
sample_0059_count_8.png,8
sample_0060_count_8.png,8
sample_0061_count_5.png,5
sample_0062_count_3.png,3
sample_0063_count_6.png,6
sample_0064_count_3.png,3
sample_0065_count_3.png,3
sample_0066_count_4.png,4
sample_0067_count_7.png,7
sample_0068_count_0.png,0
sample_0069_count_1.png,1
sample_0070_count_3.png,3
sample_0071_count_0.png,0
sample_0072_count_2.png,2
sample_0073_count_5.png,5
sample_0074_count_4.png,4
sample_0075_count_0.png,0
sample_0076_count_2.png,2
sample_0077_count_7.png,7
sample_0078_count_5.png,5
sample_0079_count_5.png,5
sample_0080_count_7.png,7
sample_0081_count_8.png,8
sample_0082_count_2.png,2
sample_0083_count_2.png,2
sample_0084_count_7.png,7
sample_0085_count_2.png,2
sample_0086_count_1.png,1
sample_0087_count_6.png,6
sample_0088_count_0.png,0
sample_0089_count_4.png,4
sample_0090_count_0.png,0
sample_0091_count_7.png,7
sample_0092_count_0.png,0
sample_0093_count_6.png,6
sample_0094_count_5.png,5
sample_0095_count_3.png,3
sample_0096_count_3.png,3
